participant_id,session_id,timestamp_ms,phase,trial_id,gaze_x,gaze_y,page_width,page_height,event_type,event_value,text_id,probe_tut,difficulty,familiarity,comprehension_correct
P002,S1777384531374,50531,reading,trial_1,1093.11,192.58,1600,865,gaze,,p1,,,,
P002,S1777384531374,50574,reading,trial_1,1059.30,212.32,1600,865,gaze,,p1,,,,
P002,S1777384531374,50607,reading,trial_1,1043.34,217.72,1600,865,gaze,,p1,,,,
P002,S1777384531374,50653,reading,trial_1,1017.08,229.64,1600,865,gaze,,p1,,,,
P002,S1777384531374,50690,reading,trial_1,986.54,206.70,1600,865,gaze,,p1,,,,
P002,S1777384531374,50733,reading,trial_1,911.95,222.00,1600,865,gaze,,p1,,,,
P002,S1777384531374,50768,reading,trial_1,916.30,222.86,1600,865,gaze,,p1,,,,
P002,S1777384531374,50816,reading,trial_1,961.63,198.59,1600,865,gaze,,p1,,,,
P002,S1777384531374,50847,reading,trial_1,974.93,179.41,1600,865,gaze,,p1,,,,
P002,S1777384531374,50895,reading,trial_1,944.27,185.39,1600,865,gaze,,p1,,,,
P002,S1777384531374,50927,reading,trial_1,954.17,186.35,1600,865,gaze,,p1,,,,
P002,S1777384531374,50969,reading,trial_1,968.12,196.72,1600,865,gaze,,p1,,,,
P002,S1777384531374,51005,reading,trial_1,967.43,216.85,1600,865,gaze,,p1,,,,
P002,S1777384531374,51050,reading,trial_1,675.50,360.99,1600,865,gaze,,p1,,,,
P002,S1777384531374,51083,reading,trial_1,291.18,503.15,1600,865,gaze,,p1,,,,
P002,S1777384531374,51125,reading,trial_1,371.34,529.47,1600,865,gaze,,p1,,,,
P002,S1777384531374,51162,reading,trial_1,327.04,603.71,1600,865,gaze,,p1,,,,
P002,S1777384531374,51212,reading,trial_1,491.70,517.94,1600,865,gaze,,p1,,,,
P002,S1777384531374,51259,reading,trial_1,592.75,469.87,1600,865,gaze,,p1,,,,
P002,S1777384531374,51290,reading,trial_1,1005.63,396.92,1600,865,gaze,,p1,,,,
P002,S1777384531374,51333,reading,trial_1,1035.43,369.20,1600,865,gaze,,p1,,,,
P002,S1777384531374,51374,reading,trial_1,1164.76,347.66,1600,865,gaze,,p1,,,,
P002,S1777384531374,51422,reading,trial_1,1280.42,274.26,1600,865,gaze,,p1,,,,
P002,S1777384531374,51455,reading,trial_1,1226.59,266.22,1600,865,gaze,,p1,,,,
P002,S1777384531374,51502,reading,trial_1,1241.62,229.82,1600,865,gaze,,p1,,,,
P002,S1777384531374,51544,reading,trial_1,1276.42,179.38,1600,865,gaze,,p1,,,,
P002,S1777384531374,51586,reading,trial_1,1190.46,177.82,1600,865,gaze,,p1,,,,
P002,S1777384531374,51622,reading,trial_1,1174.51,167.31,1600,865,gaze,,p1,,,,
P002,S1777384531374,51671,reading,trial_1,894.41,212.43,1600,865,gaze,,p1,,,,
P002,S1777384531374,51708,reading,trial_1,625.48,246.06,1600,865,gaze,,p1,,,,
P002,S1777384531374,51756,reading,trial_1,536.77,234.28,1600,865,gaze,,p1,,,,
P002,S1777384531374,51800,reading,trial_1,487.58,208.32,1600,865,gaze,,p1,,,,
P002,S1777384531374,51846,reading,trial_1,378.98,252.12,1600,865,gaze,,p1,,,,
P002,S1777384531374,51883,reading,trial_1,280.79,263.98,1600,865,gaze,,p1,,,,
P002,S1777384531374,51937,reading,trial_1,231.48,300.96,1600,865,gaze,,p1,,,,
P002,S1777384531374,51993,reading,trial_1,208.71,293.16,1600,865,gaze,,p1,,,,
P002,S1777384531374,52042,reading,trial_1,194.99,297.98,1600,865,gaze,,p1,,,,
P002,S1777384531374,52083,reading,trial_1,330.78,233.72,1600,865,gaze,,p1,,,,
P002,S1777384531374,52132,reading,trial_1,118.29,197.10,1600,865,gaze,,p1,,,,
P002,S1777384531374,52192,reading,trial_1,-133.62,149.83,1600,865,gaze,,p1,,,,
P002,S1777384531374,52241,reading,trial_1,-80.62,168.61,1600,865,gaze,,p1,,,,
P002,S1777384531374,52283,reading,trial_1,-87.56,221.15,1600,865,gaze,,p1,,,,
P002,S1777384531374,52320,reading,trial_1,-65.87,255.47,1600,865,gaze,,p1,,,,
P002,S1777384531374,52362,reading,trial_1,22.38,312.23,1600,865,gaze,,p1,,,,
P002,S1777384531374,52392,reading,trial_1,102.30,360.00,1600,865,gaze,,p1,,,,
P002,S1777384531374,52429,reading,trial_1,155.37,394.25,1600,865,gaze,,p1,,,,
P002,S1777384531374,52459,reading,trial_1,191.71,426.62,1600,865,gaze,,p1,,,,
P002,S1777384531374,52490,reading,trial_1,220.64,438.02,1600,865,gaze,,p1,,,,
P002,S1777384531374,52520,reading,trial_1,199.75,478.22,1600,865,gaze,,p1,,,,
P002,S1777384531374,52550,reading,trial_1,234.03,473.72,1600,865,gaze,,p1,,,,
P002,S1777384531374,52586,reading,trial_1,305.50,486.92,1600,865,gaze,,p1,,,,
P002,S1777384531374,52623,reading,trial_1,305.77,484.47,1600,865,gaze,,p1,,,,
P002,S1777384531374,52660,reading,trial_1,322.99,471.97,1600,865,gaze,,p1,,,,
P002,S1777384531374,52701,reading,trial_1,306.24,438.72,1600,865,gaze,,p1,,,,
P002,S1777384531374,52751,reading,trial_1,433.87,418.65,1600,865,gaze,,p1,,,,
P002,S1777384531374,52789,reading,trial_1,495.04,424.92,1600,865,gaze,,p1,,,,
P002,S1777384531374,52831,reading,trial_1,540.92,389.63,1600,865,gaze,,p1,,,,
P002,S1777384531374,52866,reading,trial_1,534.79,359.46,1600,865,gaze,,p1,,,,
P002,S1777384531374,52916,reading,trial_1,504.92,299.21,1600,865,gaze,,p1,,,,
P002,S1777384531374,52955,reading,trial_1,482.02,254.91,1600,865,gaze,,p1,,,,
P002,S1777384531374,52988,reading,trial_1,470.21,227.41,1600,865,gaze,,p1,,,,
P002,S1777384531374,53023,reading,trial_1,469.10,205.52,1600,865,gaze,,p1,,,,
P002,S1777384531374,53060,reading,trial_1,470.20,186.94,1600,865,gaze,,p1,,,,
P002,S1777384531374,53097,reading,trial_1,507.63,207.83,1600,865,gaze,,p1,,,,
P002,S1777384531374,53139,reading,trial_1,526.08,225.58,1600,865,gaze,,p1,,,,
P002,S1777384531374,53187,reading,trial_1,472.41,233.15,1600,865,gaze,,p1,,,,
P002,S1777384531374,53224,reading,trial_1,440.80,237.79,1600,865,gaze,,p1,,,,
P002,S1777384531374,53266,reading,trial_1,431.42,249.86,1600,865,gaze,,p1,,,,
P002,S1777384531374,53304,reading,trial_1,421.37,252.35,1600,865,gaze,,p1,,,,
P002,S1777384531374,53351,reading,trial_1,395.43,254.24,1600,865,gaze,,p1,,,,
P002,S1777384531374,53387,reading,trial_1,374.66,250.31,1600,865,gaze,,p1,,,,
P002,S1777384531374,53434,reading,trial_1,439.28,245.28,1600,865,gaze,,p1,,,,
P002,S1777384531374,53471,reading,trial_1,475.40,244.60,1600,865,gaze,,p1,,,,
P002,S1777384531374,53514,reading,trial_1,453.07,283.80,1600,865,gaze,,p1,,,,
P002,S1777384531374,53550,reading,trial_1,406.37,280.18,1600,865,gaze,,p1,,,,
P002,S1777384531374,53593,reading,trial_1,398.35,317.71,1600,865,gaze,,p1,,,,
P002,S1777384531374,53628,reading,trial_1,436.58,341.43,1600,865,gaze,,p1,,,,
P002,S1777384531374,53677,reading,trial_1,498.49,330.31,1600,865,gaze,,p1,,,,
P002,S1777384531374,53720,reading,trial_1,515.92,323.59,1600,865,gaze,,p1,,,,
P002,S1777384531374,53768,reading,trial_1,532.99,302.41,1600,865,gaze,,p1,,,,
P002,S1777384531374,53811,reading,trial_1,533.14,296.12,1600,865,gaze,,p1,,,,
P002,S1777384531374,53848,reading,trial_1,493.68,169.98,1600,865,gaze,,p1,,,,
P002,S1777384531374,53891,reading,trial_1,351.41,233.66,1600,865,gaze,,p1,,,,
P002,S1777384531374,53926,reading,trial_1,373.05,233.39,1600,865,gaze,,p1,,,,
P002,S1777384531374,53981,reading,trial_1,523.92,273.66,1600,865,gaze,,p1,,,,
P002,S1777384531374,54034,reading,trial_1,591.07,294.92,1600,865,gaze,,p1,,,,
P002,S1777384531374,54083,reading,trial_1,603.89,279.07,1600,865,gaze,,p1,,,,
P002,S1777384531374,54126,reading,trial_1,594.74,267.72,1600,865,gaze,,p1,,,,
P002,S1777384531374,54169,reading,trial_1,610.99,260.28,1600,865,gaze,,p1,,,,
P002,S1777384531374,54205,reading,trial_1,613.99,257.43,1600,865,gaze,,p1,,,,
P002,S1777384531374,54249,reading,trial_1,627.16,248.12,1600,865,gaze,,p1,,,,
P002,S1777384531374,54283,reading,trial_1,565.16,303.75,1600,865,gaze,,p1,,,,
P002,S1777384531374,54337,reading,trial_1,590.55,292.74,1600,865,gaze,,p1,,,,
P002,S1777384531374,54392,reading,trial_1,564.29,259.17,1600,865,gaze,,p1,,,,
P002,S1777384531374,54447,reading,trial_1,634.54,271.87,1600,865,gaze,,p1,,,,
P002,S1777384531374,54496,reading,trial_1,673.25,264.85,1600,865,gaze,,p1,,,,
P002,S1777384531374,54532,reading,trial_1,714.07,279.83,1600,865,gaze,,p1,,,,
P002,S1777384531374,54585,reading,trial_1,688.43,289.53,1600,865,gaze,,p1,,,,
P002,S1777384531374,54640,reading,trial_1,711.86,278.52,1600,865,gaze,,p1,,,,
P002,S1777384531374,54683,reading,trial_1,712.34,274.36,1600,865,gaze,,p1,,,,
P002,S1777384531374,54727,reading,trial_1,758.02,264.48,1600,865,gaze,,p1,,,,
P002,S1777384531374,54781,reading,trial_1,798.91,263.68,1600,865,gaze,,p1,,,,
P002,S1777384531374,54835,reading,trial_1,775.75,285.96,1600,865,gaze,,p1,,,,
P002,S1777384531374,54865,reading,trial_1,798.50,296.42,1600,865,gaze,,p1,,,,
P002,S1777384531374,54920,reading,trial_1,804.23,305.61,1600,865,gaze,,p1,,,,
P002,S1777384531374,54963,reading,trial_1,818.11,290.79,1600,865,gaze,,p1,,,,
P002,S1777384531374,54999,reading,trial_1,806.11,303.11,1600,865,gaze,,p1,,,,
P002,S1777384531374,55047,reading,trial_1,849.83,286.47,1600,865,gaze,,p1,,,,
P002,S1777384531374,55090,reading,trial_1,840.61,281.41,1600,865,gaze,,p1,,,,
P002,S1777384531374,55132,reading,trial_1,863.01,308.77,1600,865,gaze,,p1,,,,
P002,S1777384531374,55169,reading,trial_1,860.62,272.43,1600,865,gaze,,p1,,,,
P002,S1777384531374,55216,reading,trial_1,835.15,285.65,1600,865,gaze,,p1,,,,
P002,S1777384531374,55253,reading,trial_1,857.57,299.25,1600,865,gaze,,p1,,,,
P002,S1777384531374,55308,reading,trial_1,662.21,123.18,1600,865,gaze,,p1,,,,
P002,S1777384531374,55359,reading,trial_1,722.97,151.78,1600,865,gaze,,p1,,,,
P002,S1777384531374,55406,reading,trial_1,616.22,248.77,1600,865,gaze,,p1,,,,
P002,S1777384531374,55447,reading,trial_1,621.62,286.00,1600,865,gaze,,p1,,,,
P002,S1777384531374,55489,reading,trial_1,666.95,300.85,1600,865,gaze,,p1,,,,
P002,S1777384531374,55526,reading,trial_1,695.70,372.75,1600,865,gaze,,p1,,,,
P002,S1777384531374,55575,reading,trial_1,654.57,346.68,1600,865,gaze,,p1,,,,
P002,S1777384531374,55613,reading,trial_1,721.38,331.52,1600,865,gaze,,p1,,,,
P002,S1777384531374,55653,reading,trial_1,742.12,336.29,1600,865,gaze,,p1,,,,
P002,S1777384531374,55683,reading,trial_1,786.27,346.67,1600,865,gaze,,p1,,,,
P002,S1777384531374,55728,reading,trial_1,847.63,324.42,1600,865,gaze,,p1,,,,
P002,S1777384531374,55759,reading,trial_1,818.53,321.22,1600,865,gaze,,p1,,,,
P002,S1777384531374,55799,reading,trial_1,822.63,324.49,1600,865,gaze,,p1,,,,
P002,S1777384531374,55829,reading,trial_1,834.57,323.42,1600,865,gaze,,p1,,,,
P002,S1777384531374,55866,reading,trial_1,841.50,323.35,1600,865,gaze,,p1,,,,
P002,S1777384531374,55904,reading,trial_1,832.90,329.40,1600,865,gaze,,p1,,,,
P002,S1777384531374,55938,reading,trial_1,801.45,329.70,1600,865,gaze,,p1,,,,
P002,S1777384531374,55980,reading,trial_1,778.39,330.78,1600,865,gaze,,p1,,,,
P002,S1777384531374,56012,reading,trial_1,752.90,332.03,1600,865,gaze,,p1,,,,
P002,S1777384531374,56050,reading,trial_1,736.21,350.71,1600,865,gaze,,p1,,,,
P002,S1777384531374,56101,reading,trial_1,739.71,309.09,1600,865,gaze,,p1,,,,
P002,S1777384531374,56150,reading,trial_1,790.91,299.43,1600,865,gaze,,p1,,,,
P002,S1777384531374,56186,reading,trial_1,809.44,311.94,1600,865,gaze,,p1,,,,
P002,S1777384531374,56222,reading,trial_1,830.64,318.29,1600,865,gaze,,p1,,,,
P002,S1777384531374,56259,reading,trial_1,817.74,336.14,1600,865,gaze,,p1,,,,
P002,S1777384531374,56301,reading,trial_1,851.72,299.25,1600,865,gaze,,p1,,,,
P002,S1777384531374,56344,reading,trial_1,850.28,300.06,1600,865,gaze,,p1,,,,
P002,S1777384531374,56380,reading,trial_1,864.27,319.45,1600,865,gaze,,p1,,,,
P002,S1777384531374,56422,reading,trial_1,859.12,268.20,1600,865,gaze,,p1,,,,
P002,S1777384531374,56458,reading,trial_1,771.11,88.20,1600,865,gaze,,p1,,,,
P002,S1777384531374,56510,reading,trial_1,557.91,91.74,1600,865,gaze,,p1,,,,
P002,S1777384531374,56561,reading,trial_1,550.57,150.04,1600,865,gaze,,p1,,,,
P002,S1777384531374,56605,reading,trial_1,684.53,190.67,1600,865,gaze,,p1,,,,
P002,S1777384531374,56646,reading,trial_1,777.11,193.63,1600,865,gaze,,p1,,,,
P002,S1777384531374,56689,reading,trial_1,876.94,220.15,1600,865,gaze,,p1,,,,
P002,S1777384531374,56726,reading,trial_1,1044.30,178.34,1600,865,gaze,,p1,,,,
P002,S1777384531374,56767,reading,trial_1,1154.42,156.96,1600,865,gaze,,p1,,,,
P002,S1777384531374,56817,reading,trial_1,1118.38,200.49,1600,865,gaze,,p1,,,,
P002,S1777384531374,56854,reading,trial_1,1117.93,210.73,1600,865,gaze,,p1,,,,
P002,S1777384531374,56901,reading,trial_1,1115.75,222.94,1600,865,gaze,,p1,,,,
P002,S1777384531374,56938,reading,trial_1,1120.34,210.71,1600,865,gaze,,p1,,,,
P002,S1777384531374,56974,reading,trial_1,1027.67,268.60,1600,865,gaze,,p1,,,,
P002,S1777384531374,57017,reading,trial_1,973.11,340.28,1600,865,gaze,,p1,,,,
P002,S1777384531374,57065,reading,trial_1,930.67,358.60,1600,865,gaze,,p1,,,,
P002,S1777384531374,57102,reading,trial_1,863.74,376.54,1600,865,gaze,,p1,,,,
P002,S1777384531374,57137,reading,trial_1,830.82,380.57,1600,865,gaze,,p1,,,,
P002,S1777384531374,57175,reading,trial_1,792.22,391.09,1600,865,gaze,,p1,,,,
P002,S1777384531374,57211,reading,trial_1,773.65,394.04,1600,865,gaze,,p1,,,,
P002,S1777384531374,57248,reading,trial_1,721.13,344.84,1600,865,gaze,,p1,,,,
P002,S1777384531374,57284,reading,trial_1,753.02,293.13,1600,865,gaze,,p1,,,,
P002,S1777384531374,57320,reading,trial_1,759.54,301.07,1600,865,gaze,,p1,,,,
P002,S1777384531374,57375,reading,trial_1,972.52,307.53,1600,865,gaze,,p1,,,,
P002,S1777384531374,57411,reading,trial_1,968.01,285.31,1600,865,gaze,,p1,,,,
P002,S1777384531374,57441,reading,trial_1,987.29,258.17,1600,865,gaze,,p1,,,,
P002,S1777384531374,57478,reading,trial_1,1000.00,248.16,1600,865,gaze,,p1,,,,
P002,S1777384531374,57519,reading,trial_1,927.25,241.31,1600,865,gaze,,p1,,,,
P002,S1777384531374,57550,reading,trial_1,968.27,231.95,1600,865,gaze,,p1,,,,
P002,S1777384531374,57593,reading,trial_1,884.01,260.48,1600,865,gaze,,p1,,,,
P002,S1777384531374,57634,reading,trial_1,811.67,315.22,1600,865,gaze,,p1,,,,
P002,S1777384531374,57673,reading,trial_1,851.55,313.88,1600,865,gaze,,p1,,,,
P002,S1777384531374,57713,reading,trial_1,913.63,322.28,1600,865,gaze,,p1,,,,
P002,S1777384531374,57758,reading,trial_1,901.25,336.97,1600,865,gaze,,p1,,,,
P002,S1777384531374,57793,reading,trial_1,905.28,333.15,1600,865,gaze,,p1,,,,
P002,S1777384531374,57835,reading,trial_1,849.44,335.16,1600,865,gaze,,p1,,,,
P002,S1777384531374,57871,reading,trial_1,814.39,333.92,1600,865,gaze,,p1,,,,
P002,S1777384531374,57913,reading,trial_1,837.22,353.79,1600,865,gaze,,p1,,,,
P002,S1777384531374,57955,reading,trial_1,823.37,377.59,1600,865,gaze,,p1,,,,
P002,S1777384531374,58005,reading,trial_1,844.22,397.63,1600,865,gaze,,p1,,,,
P002,S1777384531374,58041,reading,trial_1,890.79,326.52,1600,865,gaze,,p1,,,,
P002,S1777384531374,58090,reading,trial_1,937.26,348.12,1600,865,gaze,,p1,,,,
P002,S1777384531374,58132,reading,trial_1,1025.49,333.69,1600,865,gaze,,p1,,,,
P002,S1777384531374,58182,reading,trial_1,1017.88,343.48,1600,865,gaze,,p1,,,,
P002,S1777384531374,58222,reading,trial_1,1084.02,335.12,1600,865,gaze,,p1,,,,
P002,S1777384531374,58271,reading,trial_1,1100.29,332.11,1600,865,gaze,,p1,,,,
P002,S1777384531374,58314,reading,trial_1,1149.24,312.06,1600,865,gaze,,p1,,,,
P002,S1777384531374,58367,reading,trial_1,867.58,218.96,1600,865,gaze,,p1,,,,
P002,S1777384531374,58417,reading,trial_1,902.74,77.16,1600,865,gaze,,p1,,,,
P002,S1777384531374,58459,reading,trial_1,957.02,112.19,1600,865,gaze,,p1,,,,
P002,S1777384531374,58507,reading,trial_1,958.32,234.48,1600,865,gaze,,p1,,,,
P002,S1777384531374,58544,reading,trial_1,1049.58,197.05,1600,865,gaze,,p1,,,,
P002,S1777384531374,58575,reading,trial_1,1145.30,219.49,1600,865,gaze,,p1,,,,
P002,S1777384531374,58611,reading,trial_1,1113.42,242.37,1600,865,gaze,,p1,,,,
P002,S1777384531374,58648,reading,trial_1,1136.85,274.51,1600,865,gaze,,p1,,,,
P002,S1777384531374,58689,reading,trial_1,1061.69,281.90,1600,865,gaze,,p1,,,,
P002,S1777384531374,58744,reading,trial_1,888.22,356.17,1600,865,gaze,,p1,,,,
P002,S1777384531374,58787,reading,trial_1,799.48,374.71,1600,865,gaze,,p1,,,,
P002,S1777384531374,58829,reading,trial_1,841.24,351.53,1600,865,gaze,,p1,,,,
P002,S1777384531374,58877,reading,trial_1,849.29,379.98,1600,865,gaze,,p1,,,,
P002,S1777384531374,58919,reading,trial_1,770.34,319.51,1600,865,gaze,,p1,,,,
P002,S1777384531374,58969,reading,trial_1,631.87,353.81,1600,865,gaze,,p1,,,,
P002,S1777384531374,59006,reading,trial_1,403.52,387.97,1600,865,gaze,,p1,,,,
P002,S1777384531374,59060,reading,trial_1,431.51,396.62,1600,865,gaze,,p1,,,,
P002,S1777384531374,59112,reading,trial_1,577.66,311.92,1600,865,gaze,,p1,,,,
P002,S1777384531374,59149,reading,trial_1,594.35,333.22,1600,865,gaze,,p1,,,,
P002,S1777384531374,59179,reading,trial_1,544.94,379.49,1600,865,gaze,,p1,,,,
P002,S1777384531374,59221,reading,trial_1,518.70,324.07,1600,865,gaze,,p1,,,,
P002,S1777384531374,59259,reading,trial_1,435.73,278.28,1600,865,gaze,,p1,,,,
P002,S1777384531374,59301,reading,trial_1,450.61,279.15,1600,865,gaze,,p1,,,,
P002,S1777384531374,59333,reading,trial_1,447.59,272.51,1600,865,gaze,,p1,,,,
P002,S1777384531374,59365,reading,trial_1,349.25,283.42,1600,865,gaze,,p1,,,,
P002,S1777384531374,59395,reading,trial_1,265.54,279.12,1600,865,gaze,,p1,,,,
P002,S1777384531374,59428,reading,trial_1,245.80,294.04,1600,865,gaze,,p1,,,,
P002,S1777384531374,59465,reading,trial_1,201.98,328.69,1600,865,gaze,,p1,,,,
P002,S1777384531374,59501,reading,trial_1,207.21,343.15,1600,865,gaze,,p1,,,,
P002,S1777384531374,59537,reading,trial_1,177.54,334.07,1600,865,gaze,,p1,,,,
P002,S1777384531374,59567,reading,trial_1,171.12,357.41,1600,865,gaze,,p1,,,,
P002,S1777384531374,59610,reading,trial_1,220.78,358.04,1600,865,gaze,,p1,,,,
P002,S1777384531374,59643,reading,trial_1,267.97,352.11,1600,865,gaze,,p1,,,,
P002,S1777384531374,59682,reading,trial_1,336.60,337.56,1600,865,gaze,,p1,,,,
P002,S1777384531374,59713,reading,trial_1,351.45,322.42,1600,865,gaze,,p1,,,,
P002,S1777384531374,59749,reading,trial_1,358.83,277.77,1600,865,gaze,,p1,,,,
P002,S1777384531374,59782,reading,trial_1,350.28,276.10,1600,865,gaze,,p1,,,,
P002,S1777384531374,59816,reading,trial_1,373.70,247.57,1600,865,gaze,,p1,,,,
P002,S1777384531374,59846,reading,trial_1,427.94,220.19,1600,865,gaze,,p1,,,,
P002,S1777384531374,59873,reading,trial_1,494.47,209.31,1600,865,gaze,,p1,,,,
P002,S1777384531374,59909,reading,trial_1,508.86,188.68,1600,865,gaze,,p1,,,,
P002,S1777384531374,59955,reading,trial_1,464.18,208.15,1600,865,gaze,,p1,,,,
P002,S1777384531374,59987,reading,trial_1,439.30,233.05,1600,865,gaze,,p1,,,,
P002,S1777384531374,60028,reading,trial_1,480.25,231.63,1600,865,gaze,,p1,,,,
P002,S1777384531374,60059,reading,trial_1,514.70,233.20,1600,865,gaze,,p1,,,,
P002,S1777384531374,60099,reading,trial_1,474.97,250.87,1600,865,gaze,,p1,,,,
P002,S1777384531374,60132,reading,trial_1,493.50,275.07,1600,865,gaze,,p1,,,,
P002,S1777384531374,60180,reading,trial_1,355.43,143.53,1600,865,gaze,,p1,,,,
P002,S1777384531374,60217,reading,trial_1,221.45,61.36,1600,865,gaze,,p1,,,,
P002,S1777384531374,60260,reading,trial_1,302.80,106.67,1600,865,gaze,,p1,,,,
P002,S1777384531374,60298,reading,trial_1,467.94,117.53,1600,865,gaze,,p1,,,,
P002,S1777384531374,60349,reading,trial_1,505.82,167.22,1600,865,gaze,,p1,,,,
P002,S1777384531374,60392,reading,trial_1,617.00,180.66,1600,865,gaze,,p1,,,,
P002,S1777384531374,60425,reading,trial_1,674.11,183.71,1600,865,gaze,,p1,,,,
P002,S1777384531374,60462,reading,trial_1,634.44,204.34,1600,865,gaze,,p1,,,,
P002,S1777384531374,60495,reading,trial_1,568.07,178.90,1600,865,gaze,,p1,,,,
P002,S1777384531374,60538,reading,trial_1,574.72,206.86,1600,865,gaze,,p1,,,,
P002,S1777384531374,60568,reading,trial_1,570.66,219.20,1600,865,gaze,,p1,,,,
P002,S1777384531374,60610,reading,trial_1,610.66,230.34,1600,865,gaze,,p1,,,,
P002,S1777384531374,60645,reading,trial_1,711.89,220.16,1600,865,gaze,,p1,,,,
P002,S1777384531374,60680,reading,trial_1,695.82,239.90,1600,865,gaze,,p1,,,,
P002,S1777384531374,60715,reading,trial_1,743.67,270.44,1600,865,gaze,,p1,,,,
P002,S1777384531374,60759,reading,trial_1,700.26,294.96,1600,865,gaze,,p1,,,,
P002,S1777384531374,60792,reading,trial_1,692.12,371.00,1600,865,gaze,,p1,,,,
P002,S1777384531374,60822,reading,trial_1,690.23,413.37,1600,865,gaze,,p1,,,,
P002,S1777384531374,60865,reading,trial_1,658.43,402.22,1600,865,gaze,,p1,,,,
P002,S1777384531374,60907,reading,trial_1,649.30,399.66,1600,865,gaze,,p1,,,,
P002,S1777384531374,60945,reading,trial_1,611.70,388.26,1600,865,gaze,,p1,,,,
P002,S1777384531374,60981,reading,trial_1,557.43,399.81,1600,865,gaze,,p1,,,,
P002,S1777384531374,61023,reading,trial_1,591.18,376.91,1600,865,gaze,,p1,,,,
P002,S1777384531374,61061,reading,trial_1,586.99,343.81,1600,865,gaze,,p1,,,,
P002,S1777384531374,61100,reading,trial_1,526.74,349.49,1600,865,gaze,,p1,,,,
P002,S1777384531374,61128,reading,trial_1,464.09,350.60,1600,865,gaze,,p1,,,,
P002,S1777384531374,61158,reading,trial_1,484.34,338.57,1600,865,gaze,,p1,,,,
P002,S1777384531374,61188,reading,trial_1,535.58,364.58,1600,865,gaze,,p1,,,,
P002,S1777384531374,61224,reading,trial_1,364.35,309.04,1600,865,gaze,,p1,,,,
P002,S1777384531374,61253,reading,trial_1,58.63,186.33,1600,865,gaze,,p1,,,,
P002,S1777384531374,61296,reading,trial_1,260.39,157.77,1600,865,gaze,,p1,,,,
P002,S1777384531374,61328,reading,trial_1,404.07,160.96,1600,865,gaze,,p1,,,,
P002,S1777384531374,61361,reading,trial_1,422.03,208.51,1600,865,gaze,,p1,,,,
P002,S1777384531374,61394,reading,trial_1,496.90,239.38,1600,865,gaze,,p1,,,,
P002,S1777384531374,61431,reading,trial_1,500.95,306.50,1600,865,gaze,,p1,,,,
P002,S1777384531374,61460,reading,trial_1,519.93,366.05,1600,865,gaze,,p1,,,,
P002,S1777384531374,61503,reading,trial_1,559.58,368.77,1600,865,gaze,,p1,,,,
P002,S1777384531374,61541,reading,trial_1,624.50,392.43,1600,865,gaze,,p1,,,,
P002,S1777384531374,61579,reading,trial_1,635.82,406.10,1600,865,gaze,,p1,,,,
P002,S1777384531374,61606,reading,trial_1,687.62,396.18,1600,865,gaze,,p1,,,,
P002,S1777384531374,61640,reading,trial_1,746.57,379.04,1600,865,gaze,,p1,,,,
P002,S1777384531374,61667,reading,trial_1,775.73,361.69,1600,865,gaze,,p1,,,,
P002,S1777384531374,61701,reading,trial_1,736.09,368.70,1600,865,gaze,,p1,,,,
P002,S1777384531374,61728,reading,trial_1,718.34,370.40,1600,865,gaze,,p1,,,,
P002,S1777384531374,61763,reading,trial_1,775.62,401.02,1600,865,gaze,,p1,,,,
P002,S1777384531374,61794,reading,trial_1,845.75,373.54,1600,865,gaze,,p1,,,,
P002,S1777384531374,61834,reading,trial_1,898.59,419.23,1600,865,gaze,,p1,,,,
P002,S1777384531374,61864,reading,trial_1,859.74,377.22,1600,865,gaze,,p1,,,,
P002,S1777384531374,61900,reading,trial_1,906.89,341.57,1600,865,gaze,,p1,,,,
P002,S1777384531374,61927,reading,trial_1,868.70,318.22,1600,865,gaze,,p1,,,,
P002,S1777384531374,61967,reading,trial_1,799.93,313.78,1600,865,gaze,,p1,,,,
P002,S1777384531374,61998,reading,trial_1,760.66,351.93,1600,865,gaze,,p1,,,,
P002,S1777384531374,62048,reading,trial_1,720.16,352.15,1600,865,gaze,,p1,,,,
P002,S1777384531374,62091,reading,trial_1,724.34,330.62,1600,865,gaze,,p1,,,,
P002,S1777384531374,62137,reading,trial_1,705.37,331.17,1600,865,gaze,,p1,,,,
P002,S1777384531374,62173,reading,trial_1,683.50,339.85,1600,865,gaze,,p1,,,,
P002,S1777384531374,62216,reading,trial_1,710.40,308.02,1600,865,gaze,,p1,,,,
P002,S1777384531374,62247,reading,trial_1,723.49,293.11,1600,865,gaze,,p1,,,,
P002,S1777384531374,62285,reading,trial_1,728.91,321.89,1600,865,gaze,,p1,,,,
P002,S1777384531374,62322,reading,trial_1,741.64,352.65,1600,865,gaze,,p1,,,,
P002,S1777384531374,62358,reading,trial_1,753.39,342.33,1600,865,gaze,,p1,,,,
P002,S1777384531374,62392,reading,trial_1,783.16,331.63,1600,865,gaze,,p1,,,,
P002,S1777384531374,62423,reading,trial_1,857.92,237.85,1600,865,gaze,,p1,,,,
P002,S1777384531374,62454,reading,trial_1,1101.31,187.52,1600,865,gaze,,p1,,,,
P002,S1777384531374,62494,reading,trial_1,1250.05,145.07,1600,865,gaze,,p1,,,,
P002,S1777384531374,62543,reading,trial_1,1240.41,139.75,1600,865,gaze,,p1,,,,
